adopter,state,bill_win,bill_sum,cf,income,educ,sqft,kids,n_peo,age,retire,party
Non-adopter,California,50,50,0.185312698,350000,Graduate Degree,"(1000,1500]",0,2,68,0,Democrat
Non-adopter,California,125,325,0.18700047,175000,Bachelor Degree,"(2000,3000]",0,2,60,1,Democrat
Adopter,Arizona,200,450,0.198840528,125000,Some College,"(1500,2000]",0,4,63,0,Independent
Non-adopter,Arizona,175,375,0.184697327,175000,Some College,"(3000,4000]",0,4,44,0,Independent
Non-adopter,California,325,450,0.186221576,250000,Some College,"(2000,3000]",0,2,51,0,Democrat
Non-adopter,New York,88,125,0.143482328,175000,Graduate Degree,"(3000,4000]",0,2,33,0,Independent
Non-adopter,New York,125,88,0.132440655,87500,Bachelor Degree,"(1000,1500]",0,4,52,0,Independent
Non-adopter,New York,88,88,0.137866209,125000,Bachelor Degree,"(1500,2000]",1,2,41,0,Democrat
Non-adopter,Arizona,63,175,0.184697327,62500,Graduate Degree,"(1000,1500]",0,1,64,1,Independent
Non-adopter,New Jersey,63,88,0.139944474,37500,Some College,"(1000,1500]",0,1,52,0,Independent
Non-adopter,California,125,275,0.189644327,87500,High School or Less,"(2000,3000]",1,3,45,0,Democrat
Non-adopter,Arizona,88,88,0.184697327,87500,Graduate Degree,"(1000,1500]",0,2,64,0,Independent
Non-adopter,New Jersey,63,38,0.14192373,37500,Graduate Degree,"(1500,2000]",0,1,64,1,Independent
Non-adopter,California,154,300,0.181662272,62500,High School or Less,"(1000,1500]",1,2,34,0,Republican
Non-adopter,New Jersey,63,175,0.141869744,62500,Graduate Degree,"(1500,2000]",0,1,59,1,Democrat
Non-adopter,Arizona,88,275,0.184697327,125000,Graduate Degree,"(2000,3000]",0,1,62,0,Republican
Non-adopter,Arizona,63,125,0.184697327,62500,Bachelor Degree,"(1000,1500]",0,2,51,0,Independent
Non-adopter,Arizona,400,400,0.184697327,37500,Bachelor Degree,"(2000,3000]",0,2,59,1,Independent
Non-adopter,New Jersey,88,175,0.141458314,175000,Bachelor Degree,"(3000,4000]",0,4,54,0,Independent
Non-adopter,California,100,150,0.18700047,125000,Bachelor Degree,"(2000,3000]",1,2,45,0,Democrat
Non-adopter,New York,125,63,0.140439972,125000,Bachelor Degree,"(2000,3000]",0,2,56,0,Democrat
Non-adopter,California,125,88,0.181662272,175000,Graduate Degree,"(3000,4000]",0,2,65,0,Democrat
Non-adopter,California,18,18,0.176419231,17500,Some College,"(1000,1500]",0,1,65,1,Republican
Non-adopter,New Jersey,88,175,0.139606699,87500,Graduate Degree,"(2000,3000]",1,2,63,1,Democrat
Non-adopter,New York,225,225,0.144799344,125000,Graduate Degree,"(1000,1500]",1,2,39,0,Independent
Non-adopter,Arizona,38,175,0.199905379,62500,Some College,"(1500,2000]",1,2,36,0,Independent
Non-adopter,Arizona,88,175,0.198840528,62500,Some College,"(1000,1500]",0,2,65,1,Democrat
Non-adopter,New York,222,150,0.136426073,125000,Bachelor Degree,"(1000,1500]",1,2,45,0,Democrat
Non-adopter,California,125,175,0.185442682,87500,Bachelor Degree,"(1500,2000]",1,2,49,0,Republican
Non-adopter,New York,38,38,0.136849137,62500,Bachelor Degree,"(1500,2000]",0,2,67,1,Democrat
Non-adopter,California,63,63,0.171106164,175000,High School or Less,"(1500,2000]",0,2,51,0,Democrat
Non-adopter,New Jersey,125,125,0.141104985,37500,Bachelor Degree,"(2000,3000]",0,2,76,1,Democrat
Non-adopter,California,38,88,0.17352081,17500,High School or Less,"(1000,1500]",0,2,48,0,Republican
Non-adopter,California,100,150,0.18700047,37500,Some College,"(0,1000]",1,1,21,0,Democrat
Non-adopter,New Jersey,200,200,0.150491191,37500,High School or Less,"(1500,2000]",0,2,21,0,Independent
Non-adopter,California,125,63,0.169027499,62500,Some College,"(1000,1500]",0,2,42,0,Republican
Adopter,Arizona,200,500,0.184697327,37500,High School or Less,"(1000,1500]",1,2,35,0,Independent
Adopter,Arizona,125,250,0.199372954,175000,Some College,"(1500,2000]",0,2,69,1,Independent
Non-adopter,New Jersey,125,450,0.145948679,250000,Bachelor Degree,"(4000,5000+]",1,2,42,0,Independent
Non-adopter,California,88,63,0.185442682,125000,Some College,"(1500,2000]",0,2,60,0,Democrat
Non-adopter,Arizona,88,450,0.184697327,62500,High School or Less,"(2000,3000]",0,2,63,1,Democrat
Non-adopter,New York,100,80,0.13648607,125000,Graduate Degree,"(2000,3000]",1,2,41,0,Democrat
Non-adopter,New York,180,120,0.13648607,62500,Bachelor Degree,"(0,1000]",1,2,34,0,Independent
Non-adopter,New Jersey,88,63,0.14192373,87500,High School or Less,"(1500,2000]",0,4,50,0,Independent
Non-adopter,New Jersey,225,175,0.145612251,125000,High School or Less,"(1500,2000]",0,4,51,0,Democrat
Non-adopter,New York,125,125,0.141829227,125000,High School or Less,"(2000,3000]",0,1,86,1,Independent
Non-adopter,New York,175,225,0.132581266,175000,Bachelor Degree,"(2000,3000]",1,2,53,0,Democrat
Non-adopter,New York,88,63,0.130458995,62500,High School or Less,"(1000,1500]",0,2,31,0,Democrat
Non-adopter,New Jersey,175,275,0.141406168,87500,Graduate Degree,"(4000,5000+]",0,2,62,0,Independent
Non-adopter,California,125,63,0.182273476,37500,High School or Less,"(1000,1500]",0,1,68,1,Republican
Non-adopter,New Jersey,175,225,0.144911203,62500,Bachelor Degree,"(2000,3000]",0,3,57,0,Independent
Non-adopter,California,175,125,0.181662272,37500,Bachelor Degree,"(1500,2000]",0,1,67,1,Independent
Adopter,Arizona,100,50,0.201207263,17500,Some College,"(1500,2000]",0,1,55,0,Democrat
Non-adopter,Arizona,125,325,0.184697327,125000,Graduate Degree,"(3000,4000]",1,3,43,0,Independent
Non-adopter,Arizona,63,175,0.184697327,125000,Bachelor Degree,"(2000,3000]",0,2,76,1,Democrat
Non-adopter,Arizona,60,125,0.184697327,37500,Some College,"(1000,1500]",0,1,41,0,Independent
Non-adopter,New York,88,125,0.14287465,250000,Graduate Degree,"(1500,2000]",0,2,66,1,Independent
Non-adopter,New York,325,325,0.140439972,125000,Graduate Degree,"(1500,2000]",1,2,46,0,Independent
Non-adopter,California,275,275,0.18700047,62500,High School or Less,"(1000,1500]",1,2,42,0,Democrat
Non-adopter,Arizona,175,325,0.198840528,37500,Graduate Degree,"(2000,3000]",0,2,51,1,Republican
Non-adopter,New Jersey,88,175,0.141664029,17500,High School or Less,"(1000,1500]",0,1,53,0,Independent
Non-adopter,Arizona,225,175,0.198069413,87500,Some College,"(3000,4000]",0,1,56,1,Independent
Adopter,Arizona,141,141,0.184697327,175000,Bachelor Degree,"(2000,3000]",0,2,67,1,Democrat
Non-adopter,New Jersey,100,60,0.145948679,125000,Graduate Degree,"(2000,3000]",1,2,43,0,Independent
Non-adopter,California,175,125,0.18700047,175000,Some College,"(2000,3000]",0,2,58,1,Republican
Non-adopter,California,225,325,0.185442682,250000,Bachelor Degree,"(4000,5000+]",1,2,42,0,Republican
Non-adopter,California,88,125,0.169027499,62500,High School or Less,"(2000,3000]",0,3,35,0,Republican
Non-adopter,Arizona,125,225,0.184697327,62500,Some College,"(1500,2000]",0,2,63,1,Independent
Non-adopter,California,63,63,0.151080119,87500,Graduate Degree,"(3000,4000]",1,2,40,0,Independent
Non-adopter,New York,150,200,0.141615421,125000,Graduate Degree,"(4000,5000+]",0,2,37,0,Democrat
Non-adopter,Arizona,250,350,0.184697327,87500,Some College,"(1500,2000]",0,3,31,0,Democrat
Non-adopter,New Jersey,150,600,0.14218588,250000,Bachelor Degree,"(4000,5000+]",0,4,57,0,Republican
Non-adopter,Arizona,63,125,0.184697327,37500,Bachelor Degree,"(1500,2000]",0,2,49,0,Democrat
Non-adopter,New Jersey,225,225,0.141837344,62500,Some College,"(2000,3000]",0,2,87,1,Republican
Non-adopter,Arizona,250,275,0.202520716,37500,Some College,"(1500,2000]",1,2,58,1,Democrat
Non-adopter,New Jersey,125,225,0.150491191,87500,High School or Less,"(2000,3000]",1,2,38,0,Independent
Non-adopter,New Jersey,18,63,0.14218588,87500,Bachelor Degree,"(0,1000]",0,2,57,0,Independent
Non-adopter,New York,350,250,0.142487819,87500,Graduate Degree,"(2000,3000]",0,2,32,0,Democrat
Non-adopter,New Jersey,88,175,0.138040129,87500,Bachelor Degree,"(1000,1500]",0,1,37,0,Independent
Non-adopter,Arizona,300,300,0.184697327,250000,Graduate Degree,"(4000,5000+]",1,2,33,0,Republican
Non-adopter,Arizona,125,125,0.198069413,62500,Graduate Degree,"(1000,1500]",0,2,29,0,Independent
Non-adopter,New York,175,125,0.13179338,62500,Bachelor Degree,"(2000,3000]",1,4,60,1,Republican
Non-adopter,Arizona,190,235,0.184697327,87500,Some College,"(1000,1500]",1,2,30,0,Democrat
Non-adopter,New Jersey,88,88,0.143531422,62500,Some College,"(1000,1500]",0,2,67,1,Democrat
Non-adopter,California,63,38,0.173227205,62500,Graduate Degree,"(1000,1500]",0,1,63,0,Democrat
Non-adopter,California,85,65,0.18700047,17500,Some College,"(1500,2000]",0,3,52,0,Independent
Non-adopter,New Jersey,88,120,0.140733312,125000,Graduate Degree,"(1500,2000]",0,2,33,0,Independent
Non-adopter,New Jersey,175,175,0.141458314,37500,High School or Less,"(1500,2000]",0,2,76,1,Independent
Non-adopter,Arizona,125,325,0.199905379,62500,Bachelor Degree,"(1500,2000]",0,2,58,0,Democrat
Non-adopter,California,175,275,0.17088196,37500,Bachelor Degree,"(2000,3000]",0,2,64,1,Republican
Non-adopter,New Jersey,500,300,0.144911203,125000,Bachelor Degree,"(2000,3000]",1,2,32,0,Democrat
Non-adopter,California,180,350,0.194651838,175000,High School or Less,"(1500,2000]",1,4,56,1,Democrat
Non-adopter,Arizona,100,180,0.200647018,125000,Bachelor Degree,"(1000,1500]",1,2,43,0,Republican
Non-adopter,Arizona,125,300,0.184697327,175000,Some College,"(2000,3000]",0,1,52,1,Republican
Non-adopter,California,125,125,0.169027499,62500,High School or Less,"(2000,3000]",1,2,43,0,Democrat
Non-adopter,New York,175,375,0.144799344,125000,High School or Less,"(3000,4000]",1,3,53,0,Independent
Non-adopter,Arizona,130,180,0.192566854,125000,Some College,"(3000,4000]",0,4,53,1,Republican
Non-adopter,New Jersey,63,125,0.141458314,87500,Some College,"(1500,2000]",0,2,64,1,Democrat
Non-adopter,New Jersey,38,63,0.150491191,37500,Some College,"(1000,1500]",0,1,75,1,Independent
Non-adopter,New Jersey,88,175,0.141458314,87500,High School or Less,"(2000,3000]",0,4,79,1,Democrat
Non-adopter,Arizona,50,90,0.199905379,87500,Graduate Degree,"(2000,3000]",1,2,25,0,Democrat
Non-adopter,New York,125,63,0.130458995,87500,Graduate Degree,"(1000,1500]",0,1,76,1,Democrat
Non-adopter,California,63,125,0.177295933,125000,Bachelor Degree,"(2000,3000]",0,2,75,1,Independent
Non-adopter,Arizona,110,60,0.199905379,87500,Some College,"(3000,4000]",0,2,77,1,Independent
Non-adopter,New York,175,125,0.134287538,175000,Graduate Degree,"(1000,1500]",0,2,76,1,Republican
Non-adopter,New York,50,80,0.13648607,125000,Graduate Degree,"(0,1000]",1,2,35,0,Independent
Non-adopter,New Jersey,88,225,0.137376053,175000,High School or Less,"(2000,3000]",0,1,82,1,Democrat
Non-adopter,New Jersey,200,200,0.142011612,62500,High School or Less,"(1500,2000]",0,2,65,1,Independent
Non-adopter,New Jersey,125,175,0.14218588,87500,High School or Less,"(1500,2000]",1,4,52,0,Republican
Non-adopter,New Jersey,125,125,0.150491191,37500,High School or Less,"(3000,4000]",0,2,58,1,Independent
Non-adopter,New Jersey,325,325,0.137376053,125000,Bachelor Degree,"(1000,1500]",1,2,39,0,Republican
Non-adopter,New York,100,200,0.13648607,125000,Graduate Degree,"(1500,2000]",1,2,34,0,Republican
Non-adopter,Arizona,38,125,0.184697327,37500,High School or Less,"(1000,1500]",0,1,85,1,Republican
Non-adopter,California,260,380,0.175098528,37500,Bachelor Degree,"(2000,3000]",1,2,39,0,Democrat
Non-adopter,New York,125,200,0.14287465,87500,Graduate Degree,"(1500,2000]",0,4,56,0,Independent
Non-adopter,New Jersey,325,63,0.140733312,175000,Graduate Degree,"(2000,3000]",0,1,65,1,Independent
Non-adopter,California,225,63,0.174057518,37500,Bachelor Degree,"(2000,3000]",1,2,30,0,Republican
Non-adopter,Arizona,75,300,0.199905379,37500,Graduate Degree,"(2000,3000]",0,2,34,0,Independent
Adopter,Arizona,60,180,0.184697327,62500,Some College,"(1500,2000]",0,2,54,0,Democrat
Non-adopter,California,225,275,0.192908626,125000,Graduate Degree,"(2000,3000]",0,2,59,0,Democrat
Non-adopter,California,63,63,0.192908626,37500,High School or Less,"(1000,1500]",1,2,33,0,Republican
Non-adopter,New Jersey,120,85,0.138040129,62500,Bachelor Degree,"(1500,2000]",0,3,61,0,Republican
Non-adopter,New York,125,88,0.131402931,125000,Some College,"(2000,3000]",0,3,54,0,Republican
Non-adopter,New York,225,125,0.133924939,62500,Some College,"(1500,2000]",0,2,54,0,Independent
Non-adopter,New York,88,88,0.131203658,62500,Some College,"(1000,1500]",1,2,47,1,Democrat
Non-adopter,California,63,63,0.177295933,87500,Some College,"(1000,1500]",0,2,77,1,Democrat
Non-adopter,California,63,175,0.192908626,37500,Some College,"(1000,1500]",0,3,55,1,Democrat
Non-adopter,California,125,175,0.181662272,125000,Graduate Degree,"(2000,3000]",0,2,78,1,Republican
Non-adopter,New Jersey,38,225,0.141837344,125000,Graduate Degree,"(2000,3000]",0,2,62,0,Democrat
Non-adopter,New Jersey,300,500,0.141406168,350000,Graduate Degree,"(2000,3000]",0,1,53,0,Republican
Non-adopter,California,63,125,0.182302849,62500,High School or Less,"(1000,1500]",0,1,38,0,Republican
Non-adopter,Arizona,175,125,0.198840528,125000,Graduate Degree,"(2000,3000]",0,2,43,0,Democrat
Adopter,Arizona,25,100,0.184697327,37500,Graduate Degree,"(1000,1500]",0,1,72,1,Democrat
Non-adopter,California,120,300,0.192908626,62500,Some College,"(1000,1500]",1,2,32,0,Republican
Non-adopter,Arizona,63,225,0.184697327,87500,Bachelor Degree,"(1000,1500]",0,2,52,0,Republican
Non-adopter,California,125,175,0.181662272,125000,High School or Less,"(2000,3000]",1,3,46,0,Republican
Non-adopter,California,63,63,0.170682681,37500,Bachelor Degree,"(1000,1500]",0,1,57,0,Independent
Non-adopter,New Jersey,125,375,0.144911203,125000,Graduate Degree,"(2000,3000]",0,3,66,1,Democrat
Non-adopter,Arizona,150,200,0.199372954,37500,Bachelor Degree,"(1000,1500]",0,2,75,1,Independent
Non-adopter,Arizona,63,175,0.184697327,37500,Some College,"(1500,2000]",0,2,65,1,Independent
Non-adopter,New York,125,125,0.134562822,125000,High School or Less,"(1500,2000]",1,2,42,0,Republican
Non-adopter,New York,225,275,0.14287465,250000,Graduate Degree,"(2000,3000]",1,2,44,0,Independent
Non-adopter,New York,175,125,0.129537076,62500,High School or Less,"(1500,2000]",1,2,59,1,Republican
Non-adopter,Arizona,63,175,0.184697327,125000,Bachelor Degree,"(1500,2000]",1,2,42,0,Independent
Non-adopter,Arizona,125,175,0.201035223,62500,Some College,"(2000,3000]",1,2,51,0,Republican
Non-adopter,California,63,63,0.1676911,37500,Graduate Degree,"(2000,3000]",0,1,68,1,Democrat
Non-adopter,New York,63,88,0.133310909,37500,High School or Less,"(0,1000]",0,2,71,1,Republican
Non-adopter,New York,125,125,0.143482328,62500,Bachelor Degree,"(2000,3000]",0,3,65,1,Independent
Non-adopter,Arizona,275,325,0.184697327,62500,High School or Less,"(2000,3000]",1,2,43,0,Independent
Non-adopter,New York,63,125,0.136007146,37500,High School or Less,"(1500,2000]",1,2,35,0,Democrat
Non-adopter,New York,88,88,0.143482328,62500,Graduate Degree,"(1000,1500]",0,2,55,0,Republican
Non-adopter,California,38,225,0.192908626,62500,Some College,"(2000,3000]",0,2,75,1,Republican
Non-adopter,California,63,63,0.185442682,62500,Graduate Degree,"(1000,1500]",0,2,40,0,Democrat
Non-adopter,California,125,145,0.181662272,37500,Bachelor Degree,"(2000,3000]",0,2,60,0,Independent
Non-adopter,New Jersey,225,325,0.150491191,37500,High School or Less,"(1500,2000]",0,3,68,1,Independent
Non-adopter,New York,125,125,0.136928697,62500,Bachelor Degree,"(1500,2000]",0,1,60,0,Democrat
Non-adopter,California,125,225,0.169027499,125000,Some College,"(1500,2000]",0,2,60,1,Republican
Non-adopter,California,125,88,0.18700047,87500,Graduate Degree,"(1500,2000]",1,2,57,0,Republican
Non-adopter,California,225,225,0.185442682,87500,Some College,"(1500,2000]",0,3,24,0,Independent
Non-adopter,New York,240,240,0.142487819,62500,Some College,"(2000,3000]",1,3,50,0,Independent
Non-adopter,California,275,275,0.170696245,125000,Some College,"(1500,2000]",0,2,50,0,Democrat
Non-adopter,New York,65,80,0.13648607,125000,Graduate Degree,"(2000,3000]",1,3,31,0,Democrat
Non-adopter,California,300,200,0.182273476,87500,Graduate Degree,"(0,1000]",1,3,30,0,Democrat
Non-adopter,New Jersey,259,340,0.137376053,125000,Some College,"(1500,2000]",0,4,55,0,Independent
Non-adopter,California,38,125,0.185312698,62500,Bachelor Degree,"(1500,2000]",1,2,44,0,Independent
Non-adopter,New York,63,63,0.137425534,125000,High School or Less,"(0,1000]",0,2,53,0,Democrat
Non-adopter,New York,125,88,0.137866209,87500,Graduate Degree,"(2000,3000]",0,2,61,1,Democrat
Non-adopter,Arizona,38,125,0.184697327,87500,Graduate Degree,"(1000,1500]",0,2,57,0,Independent
Non-adopter,California,45,450,0.18700047,175000,Graduate Degree,"(0,1000]",1,2,42,0,Democrat
Non-adopter,Arizona,38,275,0.192330297,62500,Some College,"(1000,1500]",0,2,30,0,Democrat
Non-adopter,California,63,63,0.174354629,87500,Bachelor Degree,"(3000,4000]",0,1,58,0,Independent
Adopter,Arizona,150,250,0.199905379,62500,Some College,"(2000,3000]",0,3,53,0,Democrat
Non-adopter,California,375,450,0.185442682,250000,High School or Less,"(2000,3000]",0,3,52,0,Democrat
Non-adopter,Arizona,157,157,0.184697327,87500,Graduate Degree,"(2000,3000]",1,2,45,0,Democrat
Non-adopter,New Jersey,80,38,0.137376053,125000,Graduate Degree,"(2000,3000]",0,2,65,1,Democrat
Non-adopter,New Jersey,88,88,0.14192373,17500,Some College,"(1500,2000]",0,1,71,1,Republican
Non-adopter,California,88,225,0.169027499,87500,Some College,"(2000,3000]",1,3,56,0,Republican
Adopter,Arizona,75,150,0.200647018,125000,Graduate Degree,"(2000,3000]",0,2,78,1,Democrat
Non-adopter,New Jersey,225,450,0.141104985,250000,Graduate Degree,"(3000,4000]",0,3,58,0,Independent
Non-adopter,Arizona,18,225,0.199905379,175000,Graduate Degree,"(2000,3000]",0,2,34,0,Independent
Non-adopter,New Jersey,88,175,0.141691022,87500,High School or Less,"(1000,1500]",0,2,78,1,Independent
Non-adopter,California,125,225,0.192908626,125000,Graduate Degree,"(2000,3000]",0,2,72,1,Republican
Adopter,Arizona,150,300,0.184697327,62500,Bachelor Degree,"(2000,3000]",0,2,56,1,Democrat
Non-adopter,Arizona,63,175,0.184697327,17500,High School or Less,"(1500,2000]",1,2,87,1,Democrat
Non-adopter,New York,125,175,0.136849137,125000,High School or Less,"(1500,2000]",1,4,43,0,Independent
Non-adopter,Arizona,63,125,0.184697327,17500,Graduate Degree,"(1000,1500]",0,1,75,1,Democrat
Non-adopter,California,88,175,0.169027499,62500,High School or Less,"(1500,2000]",0,2,57,0,Democrat
Non-adopter,Arizona,38,38,0.184697327,62500,High School or Less,"(1500,2000]",0,1,90,1,Republican
Non-adopter,Arizona,125,225,0.184697327,62500,Bachelor Degree,"(1000,1500]",1,2,30,0,Independent
Non-adopter,California,175,125,0.171106164,62500,Graduate Degree,"(2000,3000]",1,2,61,1,Independent
Non-adopter,Arizona,325,325,0.184697327,125000,Some College,"(4000,5000+]",0,2,58,0,Democrat
Non-adopter,Arizona,88,200,0.199905379,37500,High School or Less,"(1500,2000]",1,2,32,0,Democrat
Non-adopter,California,198,300,0.185442682,125000,Some College,"(1500,2000]",0,3,54,0,Republican
Non-adopter,California,150,125,0.173227205,87500,High School or Less,"(1500,2000]",0,3,27,0,Democrat
Non-adopter,California,100,150,0.18700047,125000,Bachelor Degree,"(1000,1500]",1,2,32,0,Republican
Non-adopter,Arizona,38,175,0.184697327,125000,Graduate Degree,"(2000,3000]",0,1,88,1,Republican
Non-adopter,New Jersey,300,600,0.141837344,125000,High School or Less,"(0,1000]",1,2,36,0,Democrat
Non-adopter,California,200,225,0.185442682,125000,Bachelor Degree,"(2000,3000]",0,2,59,0,Republican
Non-adopter,New York,63,63,0.132761937,62500,Some College,"(2000,3000]",0,2,43,0,Independent
Non-adopter,New York,200,200,0.141615421,87500,Bachelor Degree,"(0,1000]",0,3,25,0,Independent
Non-adopter,New Jersey,125,225,0.139139919,125000,High School or Less,"(1000,1500]",0,4,49,0,Independent
Non-adopter,New York,125,175,0.143055579,125000,Graduate Degree,"(0,1000]",0,2,54,0,Republican
Non-adopter,Arizona,63,125,0.198069413,87500,Some College,"(1500,2000]",0,2,62,1,Independent
Non-adopter,Arizona,175,175,0.199372954,62500,Bachelor Degree,"(2000,3000]",0,2,59,0,Republican
Non-adopter,New Jersey,88,125,0.141837344,87500,Graduate Degree,"(1500,2000]",0,1,54,0,Republican
Non-adopter,California,38,38,0.185442682,37500,Some College,"(1000,1500]",0,2,67,1,Democrat
Non-adopter,New Jersey,150,150,0.144911203,62500,High School or Less,"(1500,2000]",1,2,62,0,Independent
Non-adopter,New York,88,63,0.135832064,125000,Some College,"(1000,1500]",0,1,51,0,Republican
Non-adopter,New York,88,88,0.133924939,125000,Some College,"(2000,3000]",0,2,48,0,Independent
Non-adopter,New Jersey,175,88,0.138040129,87500,Graduate Degree,"(2000,3000]",0,1,82,1,Democrat
Non-adopter,Arizona,75,275,0.199748819,37500,High School or Less,"(3000,4000]",1,3,18,0,Democrat
Non-adopter,California,100,80,0.185442682,87500,Bachelor Degree,"(1500,2000]",1,2,33,0,Independent
Non-adopter,Arizona,175,225,0.184697327,62500,High School or Less,"(1000,1500]",0,2,44,0,Independent
Non-adopter,Arizona,63,175,0.184697327,62500,Some College,"(1500,2000]",0,2,50,0,Democrat
Adopter,Arizona,100,100,0.199748819,125000,Some College,"(1500,2000]",0,2,55,0,Independent
Non-adopter,New York,125,63,0.132665849,62500,Some College,"(1500,2000]",0,2,47,0,Republican
Non-adopter,New York,110,130,0.13648607,62500,Some College,"(4000,5000+]",1,2,25,0,Democrat
Non-adopter,Arizona,175,175,0.184697327,17500,Some College,"(1000,1500]",0,1,72,1,Democrat
Non-adopter,California,50,50,0.165959732,87500,Graduate Degree,"(1500,2000]",0,2,61,0,Independent
Non-adopter,New Jersey,125,225,0.145612251,37500,Graduate Degree,"(3000,4000]",0,1,71,1,Independent
Non-adopter,Arizona,100,300,0.184697327,62500,Some College,"(3000,4000]",1,3,27,0,Democrat
Non-adopter,New York,125,175,0.137425534,87500,Graduate Degree,"(1500,2000]",1,2,48,0,Democrat
Non-adopter,New York,175,325,0.14287465,250000,Graduate Degree,"(2000,3000]",0,2,70,0,Independent
Non-adopter,California,63,125,0.192908626,87500,High School or Less,"(1500,2000]",0,2,61,1,Democrat
Non-adopter,Arizona,125,325,0.184697327,175000,Some College,"(2000,3000]",1,2,38,0,Independent
Non-adopter,New York,275,275,0.144799344,62500,Some College,"(1000,1500]",0,2,51,1,Independent
Non-adopter,New York,63,63,0.131534104,125000,Some College,"(2000,3000]",0,2,54,0,Republican
Non-adopter,New York,225,250,0.139613867,37500,Graduate Degree,"(1000,1500]",1,2,49,0,Independent
Non-adopter,California,125,63,0.172770336,37500,High School or Less,"(1000,1500]",0,2,82,1,Republican
Non-adopter,California,88,63,0.182273476,62500,Some College,"(1500,2000]",0,4,54,0,Democrat
Non-adopter,New Jersey,125,225,0.141458314,125000,Some College,"(1000,1500]",1,2,35,0,Democrat
Non-adopter,New York,60,65,0.130458995,62500,Some College,"(1500,2000]",1,2,29,0,Republican
Adopter,Arizona,200,600,0.184697327,125000,Graduate Degree,"(3000,4000]",0,2,68,1,Democrat
Non-adopter,New York,88,125,0.141615421,125000,Graduate Degree,"(1000,1500]",0,1,72,1,Independent
Non-adopter,California,175,175,0.18700047,37500,Bachelor Degree,"(1500,2000]",0,2,62,1,Republican
Non-adopter,New Jersey,85,55,0.137376053,37500,Graduate Degree,"(0,1000]",0,1,31,0,Republican
Non-adopter,Arizona,125,125,0.184697327,37500,High School or Less,"(1500,2000]",0,1,74,1,Independent
Non-adopter,New Jersey,88,63,0.137376053,125000,Bachelor Degree,"(2000,3000]",1,2,37,0,Independent
Adopter,Arizona,175,300,0.199905379,37500,Bachelor Degree,"(2000,3000]",0,2,55,1,Republican
Non-adopter,New Jersey,88,125,0.142011612,87500,Some College,"(2000,3000]",1,2,37,0,Independent
Non-adopter,Arizona,125,125,0.184697327,37500,Bachelor Degree,"(2000,3000]",0,2,76,1,Republican
Non-adopter,Arizona,38,125,0.184697327,125000,Graduate Degree,"(2000,3000]",0,2,70,1,Democrat
Non-adopter,California,38,50,0.182273476,87500,Graduate Degree,"(1000,1500]",0,2,44,0,Independent
Non-adopter,Arizona,120,254,0.184697327,87500,Bachelor Degree,"(2000,3000]",1,2,29,0,Republican
Non-adopter,California,175,125,0.192908626,62500,Bachelor Degree,"(2000,3000]",0,2,61,1,Independent
Non-adopter,Arizona,88,125,0.184697327,17500,Some College,"(1000,1500]",0,1,63,1,Independent
Non-adopter,New York,38,18,0.130019787,62500,High School or Less,"(1000,1500]",0,2,57,0,Republican
Non-adopter,Arizona,38,175,0.184697327,37500,Some College,"(1000,1500]",0,1,78,1,Republican
Non-adopter,Arizona,125,275,0.199905379,125000,Some College,"(1500,2000]",0,3,53,0,Republican
Non-adopter,New York,150,90,0.133281096,87500,Bachelor Degree,"(1500,2000]",0,2,65,0,Independent
Non-adopter,California,38,38,0.194651838,62500,Graduate Degree,"(1000,1500]",0,1,53,0,Democrat
Non-adopter,New York,680,780,0.13648607,250000,Graduate Degree,"(1500,2000]",1,2,33,0,Democrat
Non-adopter,New Jersey,200,250,0.141458314,350000,Some College,"(4000,5000+]",0,2,75,1,Democrat
Non-adopter,Arizona,63,175,0.184697327,17500,High School or Less,"(2000,3000]",0,2,67,1,Independent
Non-adopter,New York,175,125,0.130458995,87500,Graduate Degree,"(3000,4000]",0,2,71,0,Republican
Non-adopter,Arizona,88,175,0.199372954,87500,Bachelor Degree,"(2000,3000]",0,2,75,1,Republican
Non-adopter,California,50,80,0.181662272,350000,Graduate Degree,"(2000,3000]",0,2,34,0,Democrat
Non-adopter,California,175,450,0.185312698,62500,Some College,"(1500,2000]",0,2,59,0,Democrat
Non-adopter,California,175,88,0.177750341,175000,Graduate Degree,"(2000,3000]",0,4,36,0,Independent
Non-adopter,California,88,125,0.192908626,62500,High School or Less,"(1000,1500]",0,2,44,0,Republican
Non-adopter,Arizona,125,325,0.184697327,37500,High School or Less,"(1500,2000]",1,2,37,0,Independent
Non-adopter,Arizona,125,325,0.199372954,125000,High School or Less,"(3000,4000]",1,2,46,0,Republican
Non-adopter,New York,225,175,0.132440655,125000,Graduate Degree,"(3000,4000]",0,3,55,0,Democrat
Non-adopter,California,38,63,0.181662272,62500,Some College,"(1000,1500]",1,2,53,0,Democrat
Non-adopter,California,63,125,0.182302849,87500,Bachelor Degree,"(2000,3000]",0,2,73,1,Independent
Non-adopter,New Jersey,175,225,0.138040129,125000,Some College,"(3000,4000]",0,2,76,1,Republican
Non-adopter,New Jersey,88,110,0.150491191,125000,Some College,"(2000,3000]",0,4,52,0,Independent
Non-adopter,New York,125,175,0.141615421,62500,Graduate Degree,"(2000,3000]",1,2,43,0,Independent
Non-adopter,New York,63,88,0.137866209,37500,High School or Less,"(2000,3000]",0,1,88,1,Republican
